project	det_plate
LITMUS	LITMUS.KD005_PC3_96H_X211_B23
LITMUS	LITMUS001_MCF7_96H_X6.TURBO.A_B3_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X20.L1_B16
LITMUS	LITMUS.KD002_PC3_96H_X4_B12
LITMUS	LITMUS001_PC3_96H_X8_F2B5_DUO52HI53LO
LITMUS	LITMUS.KD003_MCF7_96H_X2_B12
LITMUS	LITMUS001.2_MCF7_96H_X26_B11_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X77_B21
LITMUS	LITMUS001.2_PC3_96H_X21_F1B13
LITMUS	LITMUS.OE002_PC3_96H_X2_B18
LITMUS	LITMUS.KD011_PC3_96H_X3_B20
LITMUS	LITMUS.KD012_PC3_96H_X2_B20
LITMUS	LITMUS.KD005_PC3_96H_X62.6_B20
LITMUS	LITMUS.KD005_MCF7_96H_X22.10MINRT_B22
LITMUS	LITMUS001.2_PC3_96H_X3_B13
LITMUS	LITMUS.KD013_PC3_96H_X2_B20
LITMUS	LITMUS001.2_MCF7_96H_X41_B16
LITMUS	LITMUS.KD005_PC3_96H_X54.L3_B20
LITMUS	LITMUS.KD016_MCF7_96H_X1_B21
LITMUS	LITMUS.KD005_MCF7_96H_X10_B18
LITMUS	LITMUS001.2_MCF7_96H_X20_B7_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X3_B19
LITMUS	LITMUS.KD005_PC3_96H_X81_B21
LITMUS	LITMUS001_HEKTE_96H_X1_B6_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X23_F1B6_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X51.L2_B20
LITMUS	LITMUS001.2_MCF7_96H_X26_B10_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X4_B18
LITMUS	LITMUS001.2_PC3_96H_X34_F1B17
LITMUS	LITMUS.KD009_PC3_96H_X3_B20
LITMUS	LITMUS001.2_MCF7_96H_X50.L2_B18
LITMUS	LITMUS.KD014_MCF7_96H_X1.L2_B23
LITMUS	LITMUS001.2_PC3_96H_X34_B18
LITMUS	LITMUS001_PC3_96H_X4_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_XN_B20
LITMUS	LITMUS001_MCF7_96H_X12.TURBO.A_B4_DUO52HI53LO
LITMUS	LITMUS.KD002_PC3_96H_X3.A2_B13
LITMUS	LITMUS.KD004_PC3_96H_X3.BIO_B13
LITMUS	LITMUS.KD005_MCF7_96H_X2_B18
LITMUS	LITMUS.KD004_MCF7_96H_X4_B13
LITMUS	LITMUS.KD005_PC3_96H_X39_B20
LITMUS	LITMUS.KD010_MCF7_96H_X2_B20
LITMUS	LITMUS.KD005_PC3_96H_X61_B20
LITMUS	LITMUS.KD004_MCF7_96H_X1_B11
LITMUS	LITMUS.KD002_MCF7_96H_X4_B13
LITMUS	LITMUS.KD005_PC3_96H_X23.A2_B19
LITMUS	LITMUS001_PC3_96H_X5.STD_B4_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X20.L1_F1B12
LITMUS	LITMUS001.2_PC3_96H_X7.A2.NORMAL_B15
LITMUS	LITMUS001_PC3_96H_X3_B3_DUO52HI53LO
LITMUS	LITMUS.KD009_MCF7_96H_X1_B20
LITMUS	LITMUS001.2_PC3_96H_X18_B16
LITMUS	LITMUS.KD013_MCF7_96H_X2_B20
LITMUS	LITMUS.KD005_PC3_96H_X11.L2_B19
LITMUS	LITMUS001_MCF7_96H_X8_F2B3_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X10_B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X11.L2.A2_B19
LITMUS	LITMUS.KD005_PC3_96H_X46.L2_B20
LITMUS	LITMUS.KD004_MCF7_96H_X2_B12
LITMUS	LITMUS.KD005_PC3_96H_X666_F1B17
LITMUS	LITMUS.KD002_MCF7_96H_X4_F1B11
LITMUS	LITMUS.KD008_MCF7_96H_X2_B19
LITMUS	LITMUS.KD016_PC3_96H_XX.NP_B24
LITMUS	LITMUS.KD005_PC3_96H_X51_B20
LITMUS	LITMUS.KD012_PC3_96H_X3_B20
LITMUS	LITMUS.KD005_PC3_96H_X1.B25_B25
LITMUS	LITMUS.KD005_PC3_96H_X48_B20
LITMUS	LITMUS.KD005_PC3_96H_X59_F1B19
LITMUS	LITMUS.KD005_PC3_96H_X58_B20
LITMUS	LITMUS.KD005_PC3_96H_X53.L2_B20
LITMUS	LITMUS.KD005_PC3_96H_X40_B20
LITMUS	LITMUS.KD005_PC3_96H_X62.12_B20
LITMUS	LITMUS.KD005_PC3_96H_X60_B20
LITMUS	LITMUS001.2_PC3_96H_X20.L4_F1B12
LITMUS	LITMUS.KD005_PC3_96H_XMNS_B20
LITMUS	LITMUS.KD005_PC3_96H_X79_B21
LITMUS	LITMUS.KD005_PC3_96H_X41.L2_B20
LITMUS	LITMUS.KD005_PC3_96H_X12_B19
LITMUS	LITMUS.OE001_MCF7_96H_X4_B13
LITMUS	LITMUS.KD005_PC3_96H_X70_B20
LITMUS	LITMUS.KD005_PC3_96H_X69_B20
LITMUS	LITMUS001.2_MCF7_96H_X24.L2_B16
LITMUS	LITMUS.KD005_PC3_96H_X30_B18
LITMUS	LITMUS.KD005_PC3_96H_X500_F1B19
LITMUS	LITMUS.KD011_MCF7_96H_X2_B20
LITMUS	LITMUS.KD014_MCF7_96H_X3.L2_B23
LITMUS	LITMUS.KD014_PC3_96H_X1_B21
LITMUS	LITMUS.KD014_PC3_96H_X2_B21
LITMUS	LITMUS.OE001_MCF7_96H_X4_F1B11
LITMUS	LITMUS001.2_MCF7_96H_X25_B10_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X1_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X44.L2_B20
LITMUS	LITMUS.KD005_PC3_96H_XAMP_B20
LITMUS	LITMUS.KD005_PC3_96H_X48.L2_B20
LITMUS	LITMUS.KD005_PC3_96H_X62.18_B20
LITMUS	LITMUS001_PC3_96H_X35_B6_DUO52HI53LO
LITMUS	LITMUS.OE001_MCF7_96H_X5_B17
LITMUS	LITMUS.KD005_PC3_96H_X13_B19
LITMUS	LITMUS001_PC3_96H_X1.N2.5_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X1.BLUEWASH_B18
LITMUS	LITMUS.KD004_PC3_96H_X3.HYB_B13
LITMUS	LITMUS.KD016_PC3_96H_XX.OP_B24
LITMUS	LITMUS.KD005_MCF7_96H_X12.VERITI_B18
LITMUS	LITMUS001_HCC515_96H_X1_B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X3_B18
LITMUS	LITMUS.KD008_PC3_96H_X2_B19
LITMUS	LITMUS.KD013_PC3_96H_X1_B20
LITMUS	LITMUS.OE001_MCF7_96H_X1_B11
LITMUS	LITMUS001_MCF7_96H_XX_F1B5_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X7.SELF.A_B3_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X7_B7_DUO52HI53LO
LITMUS	LITMUS.KD004_MCF7_96H_X5_B17
LITMUS	LITMUS.KD002_PC3_96H_X4_B16
LITMUS	LITMUS001.2_MCF7_96H_X34.NEWP_B16
LITMUS	LITMUS001_MCF7_96H_X1.N2.5_B4_DUO52HI53LO
LITMUS	LITMUS.KD004_PC3_96H_X5_B17
LITMUS	LITMUS.KD014_PC3_96H_XX.NP_B24
LITMUS	LITMUS.KD003_MCF7_96H_X1_B11
LITMUS	LITMUS.KD003_MCF7_96H_X4_B13
LITMUS	LITMUS.KD005_PC3_96H_X96.OP_B24
LITMUS	LITMUS001.2_MCF7_96H_X20_B8_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X65_B20
LITMUS	LITMUS001_HA1E_96H_X1_F3B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X18.L2.LEFT_B19
LITMUS	LITMUS.KD009_PC3_96H_X2_B20
LITMUS	LITMUS001.2_MCF7_96H_X30_F1B17
LITMUS	LITMUS.KD005_PC3_96H_X67_B20
LITMUS	LITMUS001_MCF7_96H_X11_F3B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X32.L2_B19
LITMUS	LITMUS.KD004_PC3_96H_X2_F1B11
LITMUS	LITMUS001.2_PC3_96H_X20.L2_B16
LITMUS	LITMUS.KD005_PC3_96H_X61.15_B20
LITMUS	LITMUS001_MCF7_96H_X8_F2B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X62.15_B20
LITMUS	LITMUS001.2_MCF7_96H_X38_B18
LITMUS	LITMUS.KD005_PC3_96H_X1.BWSH_B22
LITMUS	LITMUS001.2_MCF7_96H_X6_B13
LITMUS	LITMUS.KD005_PC3_96H_X108_B23
LITMUS	LITMUS001.2_MCF7_96H_X35.L2_B16
LITMUS	LITMUS001.2_PC3_96H_X28.OLDP_B16
LITMUS	LITMUS001.2_MCF7_96H_X21_B9_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X27_B7_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X50_B20
LITMUS	LITMUS.KD005_MCF7_96H_X6.L2_B18
LITMUS	LITMUS001_PC3_96H_X5_B3_DUO52HI53LO
LITMUS	LITMUS.KD011_PC3_96H_X1_B20
LITMUS	LITMUS001.2_MCF7_96H_X7_F1B10_DUO52HI53LO
LITMUS	LITMUS.KD002_MCF7_96H_X2_B12
LITMUS	LITMUS001.2_MCF7_96H_X21_F1B7_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X19_B15
LITMUS	LITMUS001_PC3_96H_X1.D5_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD007_MCF7_96H_X1_B18
LITMUS	LITMUS.KD005_PC3_96H_X43.L2_B20
LITMUS	LITMUS.KD008_PC3_96H_X3_B19
LITMUS	LITMUS.KD003_PC3_96H_X3_B15
LITMUS	LITMUS001_PC3_96H_X10_F2B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X23.A3_B19
LITMUS	LITMUS001_PHH_96H_X1_F2B4_DUO52HI53LO
LITMUS	LITMUS.KD008_PC3_96H_X1_B19
LITMUS	LITMUS.KD005_PC3_96H_X8_B19
LITMUS	LITMUS.KD009_MCF7_96H_X2_B20
LITMUS	LITMUS001.2_PC3_96H_X17_B12
LITMUS	LITMUS.KD005_PC3_96H_X45_B20
LITMUS	LITMUS001_A549_96H_X1_F3B5_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X11_B6_DUO52HI53LO
LITMUS	LITMUS.OE001_PC3_96H_X2_F1B11
LITMUS	LITMUS.KD005_PC3_96H_X74_B21
LITMUS	LITMUS.KD005_PC3_96H_X61.21_B20
LITMUS	LITMUS001_PC3_96H_X11.SELF.A_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X32_B19
LITMUS	LITMUS001.2_PC3_96H_X3_B10_DUO52HI53LO
LITMUS	LITMUS001.2_MCF7_96H_X36_B16
LITMUS	LITMUS001.2_PC3_96H_X1_B8_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X1.V2.5_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_XBNS_B20
LITMUS	LITMUS001_PC3_96H_X6_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X1.B24_B22
LITMUS	LITMUS001_MCF7_96H_X12.SELF.A_B3_DUO52HI53LO
LITMUS	LITMUS.KD011_MCF7_96H_X3_B20
LITMUS	LITMUS001_PC3_96H_X2.A2_B6_DUO52HI53LO
LITMUS	LITMUS.KD002_MCF7_96H_X3_B13
LITMUS	LITMUS001_HT29_96H_X1_F2B5_DUO52HI53LO
LITMUS	LITMUS.KD004_MCF7_96H_X4_F1B11
LITMUS	LITMUS.KD005_PC3_96H_X99_B23
LITMUS	LITMUS.KD005_PC3_96H_X45.L2_B20
LITMUS	LITMUS.KD012_PC3_96H_X1_B20
LITMUS	LITMUS.OE001_PC3_96H_X3_B14
LITMUS	LITMUS.KD005_PC3_96H_X52.L2_B20
LITMUS	LITMUS.KD006_MCF7_96H_X8.L3_B18
LITMUS	LITMUS001_HEPG2_96H_X1_B6_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X10_B19
LITMUS	LITMUS001.2_MCF7_96H_X8_F1B12
LITMUS	LITMUS.KD008_PC3_96H_X1.A2_B20
LITMUS	LITMUS.KD003_MCF7_96H_X4_F1B11
LITMUS	LITMUS.KD005_PC3_96H_X232_B25
LITMUS	LITMUS.KD005_PC3_96H_X1.BLUEWASHC_B18
LITMUS	LITMUS001.2_MCF7_96H_X24.RP_B16
LITMUS	LITMUS001.2_MCF7_96H_X30_B14
LITMUS	LITMUS.KD011_MCF7_96H_X1_B20
LITMUS	LITMUS.KD006_PC3_96H_X3_B18
LITMUS	LITMUS.KD005_PC3_96H_X59_B20
LITMUS	LITMUS001_PC3_96H_X6.TURBO.A_B3_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X21.WB.DT_F1B13
LITMUS	LITMUS.KD005_PC3_96H_X34.L2_B19
LITMUS	LITMUS.KD016_MCF7_96H_X2_B21
LITMUS	LITMUS001_MCF7_96H_X5_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X666_F1B18
LITMUS	LITMUS.KD005_PC3_96H_X52_B20
LITMUS	LITMUS001_PC3_96H_X5.POSTPCR_B4_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X4.A2_B9_DUO52HI53LO
LITMUS	LITMUS001.2_MCF7_96H_X30_F1B16
LITMUS	LITMUS.KD005_PC3_96H_X162_B26
LITMUS	LITMUS.KD005_PC3_96H_X84_B25
LITMUS	LITMUS001_ASC_96H_X1_F2B5_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X5_B7_DUO52HI53LO
LITMUS	LITMUS.KD005_MCF7_96H_X20.L2.VERITI29_B18
LITMUS	LITMUS001_MCF7_96H_X4_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X62.9_B20
LITMUS	LITMUS.KD003_PC3_96H_X5_B17
LITMUS	LITMUS.KD005_PC3_96H_X61.9_B20
LITMUS	LITMUS.KD011_PC3_96H_X2_B20
LITMUS	LITMUS.KD005_PC3_96H_X1_B18
LITMUS	LITMUS001.2_MCF7_96H_X1_B7_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X139_B27
LITMUS	LITMUS001_MCF7_96H_X6.TURBO.B_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X50.L2_B20
LITMUS	LITMUS.KD002_PC3_96H_X2_B13
LITMUS	LITMUS.KD005_PC3_96H_XTMA_B18
LITMUS	LITMUS.KD003_PC3_96H_X2.A2_B6
LITMUS	LITMUS001.2_PC3_96H_X7.FLATONMAG_B15
LITMUS	LITMUS.KD005_PC3_96H_X68_B20
LITMUS	LITMUS.KD005_PC3_96H_X29.L2_B18
LITMUS	LITMUS001_PC3_96H_X2_F2B4_DUO52HI53LO
LITMUS	LITMUS.KD003_PC3_96H_X4_B13
LITMUS	LITMUS.KD005_PC3_96H_X25_B21
LITMUS	LITMUS.KD005_PC3_96H_X41_B20
LITMUS	LITMUS.KD005_PC3_96H_X11.MIDDLE_B19
LITMUS	LITMUS001_MCF7_96H_X2.D5_F1B4_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X4_B9_DUO52HI53LO
LITMUS	LITMUS.KD006_PC3_96H_X1_B18
LITMUS	LITMUS.KD007_PC3_96H_X2_B18
LITMUS	LITMUS.KD005_MCF7_96H_X6.L3_B18
LITMUS	LITMUS001.2_PC3_96H_X20.L2_F1B12
LITMUS	LITMUS.KD005_PC3_96H_X666_F1B19
LITMUS	LITMUS.KD006_MCF7_96H_X3_B18
LITMUS	LITMUS.KD005_PC3_96H_X34_B19
LITMUS	LITMUS.OE001_PC3_96H_X2_B13
LITMUS	LITMUS.KD008_PMCF7_96H_XX.NP_B24
LITMUS	LITMUS.KD005_PC3_96H_X47_B20
LITMUS	LITMUS.KD003_MCF7_96H_X4.A2_B6
LITMUS	LITMUS.KD003_PC3_96H_X2_B13
LITMUS	LITMUS.KD012_MCF7_96H_X3_B20
LITMUS	LITMUS.KD005_PC3_96H_X92_B25
LITMUS	LITMUS001_MCF7_96H_X5.STD_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X71_B20
LITMUS	LITMUS001.2_MCF7_96H_X20_B8.AS_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X16_B16
LITMUS	LITMUS.KD005_MCF7_96H_X8.A2_B18
LITMUS	LITMUS.KD009_PC3_96H_X1_B20
LITMUS	LITMUS.KD005_PC3_96H_X36.L2_B20
LITMUS	LITMUS.KD010_PC3_96H_X3_B20
LITMUS	LITMUS.KD004_PC3_96H_X4_B13
LITMUS	LITMUS001.2_PC3_96H_X28.NEWP_B16
LITMUS	LITMUS.KD005_PC3_96H_X24.A2_B18
LITMUS	LITMUS.KD013_MCF7_96H_X1_B20
LITMUS	LITMUS.KD002_PC3_96H_X5_B17
LITMUS	LITMUS.KD013_PC3_96H_X3_B20
LITMUS	LITMUS001.2_PC3_96H_X7_B16
LITMUS	LITMUS.KD005_PC3_96H_X194_B26
LITMUS	LITMUS.OE001_MCF7_96H_X2_B12
LITMUS	LITMUS.KD015_MCF7_96H_X1_B21
LITMUS	LITMUS001_MCF7_96H_X3.D5_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X54.L2_B20
LITMUS	LITMUS.KD005_PC3_96H_XTMN_B18
LITMUS	LITMUS001_PC3_96H_X2_F1B4_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X8.SELF.B_B3_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X2.V2.5_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X72_B21
LITMUS	LITMUS.KD005_PC3_96H_XTTN_B18
LITMUS	LITMUS001_MCF7_96H_X4.NEWPCR_B4_DUO52HI53LO
LITMUS	LITMUS.KD015_PC3_96H_X3_B21
LITMUS	LITMUS.OE001_PC3_96H_X4_B17
LITMUS	LITMUS.KD005_PC3_96H_X49.L2_B20
LITMUS	LITMUS001_PC3_96H_X8_F2B3_DUO52HI53LO
LITMUS	LITMUS001_SW480_96H_X3.D2_F1B6_DUO52HI53LO
LITMUS	LITMUS.KD005_MCF7_96H_X24.L2_B18
LITMUS	LITMUS001_MCF7_96H_X2_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_MCF7_96H_X6_B18
LITMUS	LITMUS.KD005_PC3_96H_X501_F1B19
LITMUS	LITMUS.KD005_MCF7_96H_X4_B18
LITMUS	LITMUS.KD005_MCF7_96H_X13.RTPB_B18
LITMUS	LITMUS001.2_MCF7_96H_X44.L2_B16
LITMUS	LITMUS001.2_MCF7_96H_X42_B17
LITMUS	LITMUS001_A375_96H_X4_B6_DUO52HI53LO
LITMUS	LITMUS.KD002_PC3_96H_X4.A2_B13
LITMUS	LITMUS.KD002_PC3_96H_X4_B13
LITMUS	LITMUS001.2_MCF7_96H_X19_B10_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X36_B19
LITMUS	LITMUS001.2_MCF7_96H_X28_F1B11
LITMUS	LITMUS001_PC3_96H_X27_B6_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X62_B20
LITMUS	LITMUS001.2_MCF7_96H_X3_B15
LITMUS	LITMUS.KD005_PC3_96H_X510_F1B19
LITMUS	LITMUS.KD014_MCF7_96H_X2.L2_B23
LITMUS	LITMUS001_PC3_96H_X2.D5_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD006_MCF7_96H_X2_B18
LITMUS	LITMUS.KD005_PC3_96H_X1.BWSHC_B22
LITMUS	LITMUS.OE002_PC3_96H_X1_B18
LITMUS	LITMUS001.2_PC3_96H_X20.L4_B16
LITMUS	LITMUS.KD007_PC3_96H_X1_B18
LITMUS	LITMUS.KD005_PC3_96H_X46_B20
LITMUS	LITMUS001_MCF7_96H_XX_B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X102_B23
LITMUS	LITMUS001_PC3_96H_X1_F2B4_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X34_B6_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X1.V2.5_F1B4_DUO52HI53LO
LITMUS	LITMUS001.2_MCF7_96H_X44_B16
LITMUS	LITMUS001.2_PC3_96H_X1_B8.AS_DUO52HI53LO
LITMUS	LITMUS.OE002_MCF7_96H_X2_B18
LITMUS	LITMUS.KD012_MCF7_96H_X2_B20
LITMUS	LITMUS001_MCF7_96H_X10_F1B3_DUO52HI53LO
LITMUS	LITMUS.KD010_MCF7_96H_X1_B20
LITMUS	LITMUS001_MCF7_96H_X1_F2B4_DUO52HI53LO
LITMUS	LITMUS.KD008_PC3_96H_X1.L2_B20
LITMUS	LITMUS001.2_MCF7_96H_X35_B16
LITMUS	LITMUS.KD005_PC3_96H_X107.BWASHC_B24
LITMUS	LITMUS.KD005_PC3_96H_X73_B20
LITMUS	LITMUS.KD005_PC3_96H_X1.FLUENT_B25
LITMUS	LITMUS.KD005_PC3_96H_X104.OP.A2_B23
LITMUS	LITMUS001_MCF7_96H_X7_F2B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_XTBP_B18
LITMUS	LITMUS.KD005_PC3_96H_X35.L2_B19
LITMUS	LITMUS.KD015_MCF7_96H_X3_B21
LITMUS	LITMUS.KD005_PC3_96H_XTMP_B18
LITMUS	LITMUS.KD005_MCF7_96H_X22.MMLV_B22
LITMUS	LITMUS.KD005_PC3_96H_X104.OP_B23
LITMUS	LITMUS.KD005_PC3_96H_X94_B25
LITMUS	LITMUS001_MCF7_96H_X22_B6_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X225_B25
LITMUS	LITMUS.KD005_PC3_96H_X1.B24_B24
LITMUS	LITMUS001.2_MCF7_96H_X30_B16
LITMUS	LITMUS.KD014_PC3_96H_XX.OP_B24
LITMUS	LITMUS.KD005_PC3_96H_X44_B20
LITMUS	LITMUS001.2_MCF7_96H_X28.A2_F1B11
LITMUS	LITMUS.KD005_PC3_96H_X990_B22
LITMUS	LITMUS.KD005_PC3_96H_X61.6_B20
LITMUS	LITMUS.KD005_MCF7_96H_X24_B18
LITMUS	LITMUS.KD005_PC3_96H_X502_F1B19
LITMUS	LITMUS001.2_PC3_96H_X50.L3_B18
LITMUS	LITMUS.KD014_MCF7_96H_X2_B21
LITMUS	LITMUS001.2_MCF7_96H_X27_B15
LITMUS	LITMUS.KD002_PC3_96H_X2.A2_B7
LITMUS	LITMUS001_MCF7_96H_X2_F2B4_DUO52HI53LO
LITMUS	LITMUS.KD002_PC3_96H_X5.A2_B7
LITMUS	LITMUS.KD005_PC3_96H_X1.B23_B23
LITMUS	LITMUS.KD005_PC3_96H_X23_B18
LITMUS	LITMUS.KD003_MCF7_96H_X3.A2_F1B13
LITMUS	LITMUS001_PC3_96H_X7.SELF.A_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X208_B26
LITMUS	LITMUS.KD005_PC3_96H_X80.L2_B21
LIVF	LIVF001_HUH751_24H_X1.L2_B23
LIVF	LIVF002_HUH751_96H_X1.L2_B23
LIVF	saved
LJP	LJP005_A549_24H_X1_B19
LJP	LJP008_NPC_24H_X1_B21
LJP	LJP009_NPC.CAS9_24H_X3_B21
LJP	LJP008_HUVEC_24H_X2_B21
LJP	LJP009_HA1E_24H_X1_B20
LJP	LJP001_BT20_24H_X3_B2_DUO53HI52LO
LJP	LJP004_MDAMB231_24H_X3_B6_DUO52HI53LO
LJP	LJP006_BT20_3H_X1_B17
LJP	LJP007_NPC_24H_X2_B21
LJP	LJP004_BT20_3H_X1_B6_DUO52HI53LO
LJP	LJP008_HT29_24H_X1_B20
LJP	LJP004_MCF10A_24H_X4_B6_DUO52HI53LO
LJP	LJP002_MCF10A_6H_X3_F2B5_DUO52HI53LO
LJP	LJP001_SKBR3_24H_X4_B2_DUO52HI53LO
LJP	LJP002_SKBR3_6H_X3_F2B5_DUO52HI53LO
LJP	LJP004_BT20_3H_X2_B6_DUO52HI53LO
LJP	LJP004_MDAMB231_1H_X1_B6_DUO52HI53LO
LJP	LJP009_SKL_24H_X3_B21
LJP	2016-01-3_probe_batch_validation
LJP	2016-01-3_probe_batch_validation
LJP	2016-01-3_probe_batch_validation
LJP	2016-01-3_probe_batch_validation
LJP	2016-01-3_probe_batch_validation
LJP	2016-01-3_probe_batch_validation
LJP	LJP007_MCF7_24H_X2_B20
LJP	LJP005_MCF10A_3H_X3_B17
LJP	LJP004_MDAMB231_24H_X4_B6_DUO52HI53LO
LJP	LJP006_HME1_3H_X1_B17
LJP	LJP003_MDAMB231_24H_X1_B6_DUO52HI53LO
LJP	LJP006_BT20_24H_X1_B17
LJP	LJP006_MCF7_24H_X3_B17
LJP	LJP003_MCF10A_3H_X1_B6_DUO52HI53LO
LJP	LJP003_MCF7_1H_X1_B6_DUO52HI53LO
LJP	LJP005_HEPG2_24H_X1_B19
LJP	LJP007_MNEU.E_24H_X1_B24
LJP	LJP008_HME1_24H_X3_B21
LJP	LJP006_MCF10A_3H_X1_B17
LJP	LJP007_A549_24H_X4_F1B19
LJP	LJP009_CD34_24H_X2_B21
LJP	LJP008_CD34_24H_X1_B21
LJP	LJP004_BT20_1H_X1_B6_DUO52HI53LO
LJP	LJP004_BT20_3H_X3_B6_DUO52HI53LO
LJP	LJP005_BT20_24H_X1.A2_B17
LJP	LJP004_HS578T_6H_X2_B6_DUO52HI53LO
LJP	LJP001_SKBR3_24H_X2_B3_DUO52HI53LO
LJP	LJP002_MDAMB231_24H_X3_F2B5_DUO52HI53LO
LJP	LJP006_HS578T_24H_X2_B17
LJP	LJP009_HEPG2_24H_X2_B20
LJP	LJP006_HEPG2_24H_X1_B19
LJP	LJP002_MCF10A_24H_X3_F2B5_DUO52HI53LO
LJP	LJP005_MCF10A_24H_X2_B17
LJP	LJP008_NPC.CAS9_24H_X2_B21
LJP	LJP001_BT20_24H_X2_B2_DUO52HI53LO
LJP	LJP007_NPC.CAS9_24H_X1_B21
LJP	LJP008_HEPG2_24H_X3_B20
LJP	LJP008_HT29_24H_X2_B20
LJP	LJP005_MCF10A_24H_X3_B17
LJP	LJP004_SKBR3_1H_X1_B6_DUO52HI53LO
LJP	LJP002_BT20_6H_X2_F2B5_DUO52HI53LO
LJP	LJP008_NEU_24H_X1_B21
LJP	LJP007_NPC.TAK_24H_X1_B21
LJP	LJP008_HCC515_24H_X3_B20
LJP	LJP004_MCF10A_1H_X4_B6_DUO52HI53LO
LJP	LJP005_MCF7_24H_X2_B17
LJP	LJP008_A375_24H_X2_B20
LJP	LJP005_MDAMB231_24H_X2.L2_B17
LJP	LJP005_HCC515_24H_X1_B19
LJP	LJP008_HUVEC_24H_X1_B21
LJP	LJP005_HCC515_24H_X2_B19
LJP	LJP007_MNEU.E_24H_X2_B24
LJP	LJP007_MCF7_24H_X1_B20
LJP	LJP006_MCF10A_24H_X2_B17
LJP	LJP008_NPC.TAK_24H_X3_B21
LJP	LJP005_SKBR3_3H_X1_B17
LJP	LJP004_HS578T_1H_X2_B6_DUO52HI53LO
LJP	LJP009_NPC.TAK_24H_X3_B21
LJP	LJP001_SKBR3_6H_X1_B3_DUO52HI53LO
LJP	LJP009_SKL_24H_X2_B21
LJP	LJP006_MDAMB231_3H_X2_B17
LJP	LJP009_CD34_24H_X3_B21
LJP	LJP005_BT20_3H_X3.L2_B17
LJP	LJP007_SKL_24H_X1_B21
