project	det_plate
CRCGN	CRCGN004_HMELZ_6H_X2_F1B7_DUO52HI53LO
CRCGN	CRCGN004_HA1E_6H_X7_F1B7_DUO52HI53LO
CRCGN	CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO
CRCGN	CRCGN004_PC3_6H_X3_F1B7_DUO52HI53LO
CRCGN	CRCGN005_HEPG2_24H_X3_B18
CXA	CXA002_XC_48H_X1_B2_UNI5253R
CXA	CXA052_SKL_72H_X1.L2_B23
CXA	CXA005_PHH_72H_X1_B5_DUO52HI53LO
CXA	CXA039_SKB_72H_X1_B12
CXA	CXA012_SKM_72H_X1_F2B5_DUO52HI53LO
CXA	CXA030_SKB_72H_X1_B10_DUO52HI53LO
CXA	CXA015_PHH_72H_X1_B7_DUO52HI53LO
CXA	CYTCXA001_SKB_72H_X3_B7_DUO52HI53LO
CXA	CXA047_AN3CA_24H_X1.A2_B22
CXA	CXA027_SKB_72H_X1_B10_DUO52HI53LO
CXA	CXA018_ASC_72H_X1_F1B6_DUO52HI53LO
CXA	CXA016_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CXA017_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CXA057_SKL_48H_X1_B25
CXA	CXA018_PHH_72H_X1_F1B6_DUO52HI53LO
CXA	CXA011_SKM_72H_X1_F2B5_DUO52HI53LO
CXA	CXA041_SKB_72H_X1_B12
CXA	CXA013_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CXA003_PHH_48H_X1_B2_UNI5253L
CXA	CYTCXA001_SKB_72H_X2_B7_DUO52HI53LO
CXA	CXA044_SKL_72H_X1_B22
CXA	CXA023_SKB_24H_X1_B7_DUO52HI53LO
CXA	CXA014_PHH_72H_X1_B7_DUO52HI53LO
CXA	CXA005_SKM_72H_X1_B5_DUO52HI53LO
CXA	CXA019_ASC_72H_X1_F1B6_DUO52HI53LO
CXA	CXA055_AN3CA_72H_X1_B25
CXA	CXA013_ASC_72H_X1_F1B6_DUO52HI53LO
CXA	CXA049_SKL_72H_X1_B23
CXA	CXA051_SKL_72H_X1_B23
CXA	CXA016_PHH_72H_X1_F1B6_DUO52HI53LO
CXA	CXA059_SKL_72H_X2.A2_B26
CXA	CXA017_PHH_72H_X1_F1B6_DUO52HI53LO
CXA	CYT001_SKB_72H_X3_B7_DUO52HI53LO
CXA	CXA010_SKM_72H_X1_F2B5_DUO52HI53LO
CXA	CXA031_SKB_72H_X1_B10_DUO52HI53LO
CXA	CXA012_ASC_72H_X1_F2B5_DUO52HI53LO
CXA	CXA014_SKB_72H_X1_B7_DUO52HI53LO
CXA	CXA019_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CXA045_SKL_72H_X1_B22
CXA	CXA037_SKB_72H_X1_B12
CXA	CXA023_ASC_24H_X2_B7_DUO52HI53LO
CXA	CXA020_ASC_72H_X1_F1B6_DUO52HI53LO
CXA	CXA001_SKM_24H_X1_F1B3_DUO52HI53LO
CXA	CXA050_SKL_72H_X1.L2_B23
CXA	CXA020_PHH_72H_X1_F1B6_DUO52HI53LO
CXA	CXA023_ASC_24H_X1_B7_DUO52HI53LO
CXA	CYTCXA001_SKB_72H_X4_B7_DUO52HI53LO
CXA	CXA029_SKB_72H_X1_B10_DUO52HI53LO
CXA	CXA001_SKM_72H_X1_F1B3_DUO52HI53LO
CXA	manually_failed
CXA	CXA023_PHH_24H_X2_B7_DUO52HI53LO
CXA	CXA006_SKM_72H_X1_B5_DUO52HI53LO
CXA	CXA004_XC_XH_X1_B1_DUO44HI45LO
CXA	CXA017_SKB_72H_X1_B7_DUO52HI53LO
CXA	CXA011_ASC_72H_X1_F2B5_DUO52HI53LO
CXA	CXA052_SKL_72H_X1_B23
CXA	CXA054_AN3CA_48H_X1_B25
CXA	CXA009_SKL_72H_X1_F1B5_DUO52HI53LO
CXA	CXA015_PHH_72H_X1_F1B6_DUO52HI53LO
CXA	CXA008_ASC_XH_X1_F1B5_DUO52HI53LO
CXA	CXA008_SKM_XH_X1_F1B5_DUO52HI53LO
CXA	CXA051_SKL_72H_X1.L2_B23
CXA	CXA050_SKL_72H_X1_B23
CXA	CXA048_SKL_72H_X1_B23
CXA	CXA013_PHH_72H_X1_F1B6_DUO52HI53LO
CXA	CXA015_ASC_72H_X1_F1B6_DUO52HI53LO
CXA	CXA046_SKL_72H_X1_B22
CXA	CXA018_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CXA014_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CYT001_SKB_72H_X1_B7_DUO52HI53LO
CXA	CXA020_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CXA058_SKL_48H_X1_B25
CXA	CXA025_SKB_72H_X1_B7_DUO52HI53LO
CXA	CXA003_PHH_48H_X1_B2_UNI5253R
CXA	CXA024_SKB_72H_X1_B7_DUO52HI53LO
CXA	CXA043_SKB_72H_X1_B12
CXA	CXA015_SKB_72H_X1_F1B6_DUO52HI53LO
CXA	CXA060_SKL_48H_X2_B27
CXA	CXA006_ASC_48H_X1_B5_DUO52HI53LO
CXA	CXA059_SKL_72H_X1_B26
CXA	CXA005_ASC_48H_X1_B5_DUO52HI53LO
CXA	CXA053_AN3CA_24H_X1_B25
CXA	CXA032_SKB_72H_X1_B10_DUO52HI53LO
CXA	CXA060_SKL_48H_X1_B27
CXA	CXA028_SKB_72H_X1_B10_DUO52HI53LO
CXA	CXA056_SKL_48H_X1_B25
CXA	CXA017_SKB_72H_X1.A2_B7_DUO52HI53LO
CXA	CXA059_SKL_72H_X2_B26
CXA	CXA019_PHH_72H_X1_F1B6_DUO52HI53LO
CXA	CXA013_PHH_72H_X1_B7_DUO52HI53LO
CXA	CXA002_XC_48H_X1_B2_UNI5253L
CXA	CYTCXA001_SKB_72H_X1_B7_DUO52HI53LO
CXA	CXA010_ASC_72H_X1_F2B5_DUO52HI53LO
CXA	CXA038_SKB_72H_X1_B12
CXA	CXA040_SKB_72H_X1_B12
DAVES	DAVES002_HEPG2_XH_X1_F1B5_DUO52HI53LO
DIVR	DIVR.BASE002_XC_XH_X1_B21
DIVR	DIVR.BASE001_MOTORNEU_XH_X1_B20
DIVR	DIVR.BASE002_XC_XH_X1.L2_B21
DIVR	DIVR.BASE001_ES_XH_X1_B20
DIVR	DIVR.BASE001_XC_XH_X1_B20
DOSVAL	DOSVAL002_MCF7_24H_X3_B19
DOSVAL	DOSVAL002_HA1E_24H_X3_B19
DOSVAL	DOSVAL004_MCF7_24H_X2_B19
DOSVAL	DOSVAL002_HEPG2_24H_X2_B19
DOSVAL	DOSVAL001_HT29_24H_X3_B18
DOSVAL	DOSVAL006_A549_24H_X1_B19
DOSVAL	DOSVAL001_HT29_24H_X1_B18
DOSVAL	DOSVAL004_HCC515_24H_X3_B19
DOSVAL	DOSVAL006_A549_24H_X3_B19
DOSVAL	DOSVAL001_PC3_24H_X3_B18
DOSVAL	DOSVAL001_A549_24H_X3_B18
DOSVAL	DOSVAL004_HT29_24H_X2_B19
DOSVAL	DOSVAL001_PC3_24H_X1_B18
DOSVAL	DOSVAL003_HCC515_24H_X1_B19
DOSVAL	DOSVAL006_PC3_24H_X3_B19
DOSVAL	DOSVAL006_HA1E_24H_X2_B19
DOSVAL	DOSVAL002_HEPG2_24H_X1_B19
DOSVAL	DOSVAL005_HEPG2_24H_X3_B19
DOSVAL	DOSVAL005_MCF7_24H_X2_B19
DOSVAL	DOSVAL004_A375_24H_X2.L2.A2_B19
DOSVAL	DOSVAL005_HT29_24H_X1_B19
DOSVAL	DOSVAL004_HT29_24H_X3_B19
DOSVAL	DOSVAL002_HEPG2_24H_X3.A2_B19
DOSVAL	DOSVAL006_HT29_24H_X3_B19
DOSVAL	DOSVAL004_A375_24H_X2.L2_B19
DOSVAL	DOSVAL001_A549_24H_X2_B18
DOSVAL	DOSVAL002_A549_24H_X1_B19
DOSVAL	DOSVAL005_PC3_24H_X2_B19
DOSVAL	DOSVAL001_PC3_24H_X2_B18
DOSVAL	DOSVAL004_HA1E_24H_X2_B19
DOSVAL	DOSVAL003_A549_24H_X3_B19
DOSVAL	DOSVAL006_HCC515_24H_X1_B19
DOSVAL	DOSVAL004_A549_24H_X1_B19
DOSVAL	DOSVAL006_MCF7_24H_X2_B19
DOSVAL	DOSVAL002_HA1E_24H_X2_B19
DOSVAL	DOSVAL004_A549_24H_X2_B19
DOSVAL	DOSVAL004_HEPG2_24H_X2_B19
DOSVAL	DOSVAL005_HT29_24H_X2_B19
DOSVAL	DOSVAL005_PC3_24H_X3_B19
DOSVAL	DOSVAL002_A549_24H_X3_B19
DOSVAL	DOSVAL001_MCF7_24H_X2_B18
DOSVAL	DOSVAL001_HCC515_24H_X2_B18
DOSVAL	DOSVAL003_PC3_24H_X2_B19
DOSVAL	DOSVAL006_PC3_24H_X1.L2_B19
DOSVAL	DOSVAL004_HEPG2_24H_X1.L2_B19
DOSVAL	DOSVAL005_HA1E_24H_X3_B19
DOSVAL	DOSVAL002_HT29_24H_X1_B19
DOSVAL	DOSVAL005_HEPG2_24H_X1_B19
DOSVAL	DOSVAL005_MCF7_24H_X1_B19
DOSVAL	DOSVAL002_MCF7_24H_X1_B19
DOSVAL	DOSVAL003_PC3_24H_X3_B19
DOSVAL	DOSVAL001_HA1E_24H_X3_B18
DOSVAL	DOSVAL006_A375_24H_X2_B19
DOSVAL	DOSVAL002_MCF7_24H_X2_B19
DOSVAL	DOSVAL002_HCC515_24H_X3_B19
DOSVAL	DOSVAL003_HA1E_24H_X1_B19
DOSVAL	DOSVAL003_HEPG2_24H_X1_B19
DOSVAL	DOSVAL005_PC3_24H_X1_B19
DOSVAL	DOSVAL003_HEPG2_24H_X2_B19
DOSVAL	DOSVAL005_A549_24H_X1_B19
DOSVAL	DOSVAL004_HA1E_24H_X3_B19
DOSVAL	DOSVAL002_A549_24H_X2_B19
DOSVAL	DOSVAL002_HCC515_24H_X2_B19
DOSVAL	DOSVAL006_HT29_24H_X1_B19
DOSVAL	DOSVAL002_HA1E_24H_X1_B19
DOSVAL	DOSVAL004_HA1E_24H_X1_B19
DOSVAL	DOSVAL004_A375_24H_X1.A2_B19
DOSVAL	DOSVAL006_A375_24H_X3_B19
DOSVAL	DOSVAL004_PC3_24H_X2.L2_B19
DOSVAL	DOSVAL001_HT29_24H_X3.A2_B18
DOSVAL	DOSVAL004_MCF7_24H_X3_B19
DOSVAL	DOSVAL005_HT29_24H_X3_B19
DOSVAL	DOSVAL004_HCC515_24H_X1_B19
DOSVAL	DOSVAL006_MCF7_24H_X3_B19
DOSVAL	DOSVAL001_HCC515_24H_X3.A2_B18
DOSVAL	DOSVAL006_HCC515_24H_X3_B19
DOSVAL	DOSVAL005_HCC515_24H_X2_B19
DOSVAL	DOSVAL006_HCC515_24H_X2_B19
DOSVAL	DOSVAL005_HEPG2_24H_X2_B19
DOSVAL	DOSVAL001_A549_24H_X1_B18
DOSVAL	DOSVAL003_HA1E_24H_X3_B19
DOSVAL	DOSVAL003_A549_24H_X1_B19
DOSVAL	DOSVAL003_MCF7_24H_X1_B19
DOSVAL	DOSVAL003_MCF7_24H_X2_B19
DOSVAL	DOSVAL006_HT29_24H_X2_B19
DOSVAL	DOSVAL003_HCC515_24H_X2_B19
DOSVAL	DOSVAL004_A375_24H_X3_B19
DOSVAL	DOSVAL004_HCC515_24H_X2_B19
DOSVAL	DOSVAL004_HCC515_24H_X2_B19
DOSVAL	DOSVAL003_MCF7_24H_X3_B19
DOSVAL	DOSVAL006_PC3_24H_X2_B19
DOSVAL	DOSVAL003_HEPG2_24H_X3_B19
DOSVAL	DOSVAL005_HA1E_24H_X1_B19
DOSVAL	DOSVAL002_HT29_24H_X2_B19
DOSVAL	DOSVAL002_HCC515_24H_X1.L2_B19
DOSVAL	DOSVAL005_HA1E_24H_X2_B19
DOSVAL	DOSVAL006_MCF7_24H_X1_B19
DOSVAL	DOSVAL005_A375_24H_X2_B19
DOSVAL	DOSVAL006_PC3_24H_X1_B19
DOSVAL	DOSVAL003_HA1E_24H_X2_B19
DOSVAL	DOSVAL003_PC3_24H_X1_B19
DOSVAL	DOSVAL003_A375_24H_X1_B19
DOSVAL	DOSVAL005_A549_24H_X3_B19
DOSVAL	DOSVAL003_A549_24H_X2_B19
DOSVAL	DOSVAL005_A375_24H_X1_B19
DOSVAL	DOSVAL003_A375_24H_X2_B19
DOSVAL	DOSVAL002_A375_24H_X2_B19
DOSVAL	DOSVAL005_HCC515_24H_X3_B19
DOSVAL	DOSVAL003_HCC515_24H_X3_B19
DOSVAL	DOSVAL002_HT29_24H_X3.A2_B19
DOSVAL	DOSVAL005_MCF7_24H_X3_B19
DOSVAL	DOSVAL004_PC3_24H_X3_B19
DOSVAL	DOSVAL006_HEPG2_24H_X2_B19
DOSVAL	DOSVAL001_A375_24H_X1_B18
DOSVAL	DOSVAL001_MCF7_24H_X3_B18
DOSVAL	DOSVAL004_HEPG2_24H_X1_B19
DOSVAL	DOSVAL006_HA1E_24H_X3_B19
DOSVAL	DOSVAL004_A549_24H_X1.L2_B19
DOSVAL	DOSVAL006_HA1E_24H_X1.L2_B19
DOSVAL	DOSVAL003_HT29_24H_X3_B19
DOSVAL	DOSVAL005_A549_24H_X2_B19
DOSVAL	DOSVAL002_HEPG2_24H_X3_B19
DOSVAL	DOSVAL004_MCF7_24H_X1_B19
DOSVAL	DOSVAL004_HT29_24H_X1_B19
DOSVAL	DOSVAL006_A549_24H_X2_B19
DOSVAL	DOSVAL004_PC3_24H_X1_B19
DOSVAL	DOSVAL003_HT29_24H_X2_B19
DOSVAL	DOSVAL004_A549_24H_X3_B19
DOSVAL	DOSVAL003_HT29_24H_X1_B19
DOSVAL	DOSVAL002_A375_24H_X3_B19
DOSVAL	DOSVAL006_HEPG2_24H_X3_B19
DOSVAL	DOSVAL001_HEPG2_24H_X2_B18
DOSVAL	DOSVAL001_HEPG2_24H_X1_B18
DOSVAL	DOSVAL006_A375_24H_X1_B19
DOSVAL	DOSVAL001_HCC515_24H_X1_B18
DOSVAL	DOSVAL001_A375_24H_X2_B18
DOSVAL	DOSVAL002_PC3_24H_X1_B19
DOSVAL	DOSVAL005_HCC515_24H_X1_B19
DOSVAL	DOSVAL001_HEPG2_24H_X3_B18
DOSVAL	DOSVAL001_A375_24H_X3_B18
DOSVAL	DOSVAL006_HEPG2_24H_X1_B19
DOSVAL	DOSVAL001_HA1E_24H_X2_B18
DOSVAL	DOSVAL002_PC3_24H_X3_B19
DOSVAL	DOSVAL004_HEPG2_24H_X3_B19
DOSVAL	DOSVAL004_HCC515_24H_X2.L2_B19
DOSVAL	DOSVAL002_A375_24H_X1_B19
DOSVAL	DOSVAL005_A375_24H_X3_B19
DOSVAL	DOSVAL001_MCF7_24H_X1_B18
DOSVAL	DOSVAL001_HA1E_24H_X1_B18
DOSVAL	DOSVAL002_PC3_24H_X2_B19
DOSVAL	DOSVAL004_A375_24H_X1_B19
DOSVAL	DOSVAL001_HCC515_24H_X3_B18
DOSVAL	DOSVAL001_HT29_24H_X2_B18
DTAK	DTAK002_LNCAP_24H_X1_B16
DTAK	DTAK001_22RV1_24H_X2_B14
DTAK	DTAK002_22RV1_24H_X1_B16
DTAK	DTAK003_DU145_24H_X1_B16
DTAK	DTAK003_PC3_24H_X1_B16
DTAK	DTAK001_LNCAP_24H_X2_B14
DTAK	DTAK001_PC3_24H_X2_B14
DTAK	DTAK002_PC3_24H_X1_B16
DTAK	DTAK001_C42_24H_X2_B14
DTAK	DTAK002_VCAP_24H_X1_B16
DTAK	DTAK003_C42_24H_X1_B16
DTAK	DTAK001_DU145_24H_X2_B14
DTAK	DTAK002_DU145_24H_X1_B16
DTAK	DTAK003_VCAP_24H_X1_B16
DTAK	DTAK002_C42_24H_X1_B16
DTAK	DTAK003_22RV1_24H_X1_B16
DTAK	DTAK003_LNCAP_24H_X1_B16
DTAK	DTAK001_VCAP_24H_X2_B14
EKW	EKW002_SHSY5Y_XH_X1_F1B2_DUO52HI53LO
ENR	ENR001_MCF7_24H_X3_B23
ENR	ENR001_NPC_24H_X3_B23
ENR	ENR001_MCF7_24H_X2_B23
ENR	ENR001_MCF7_24H_X1_B23
ENR	ENR001_NPC_24H_X2_B23
ENR	old
ENR	old
ENR	old
ENR	old
ENR	old
ENR	old
ENR	ENR001_NPC_24H_X1_B23
ERAM	ERAM001_A549_24H_X3_B21
ERAM	ERAM001_A549_24H_X2_B21
ERAM	ERAM001_MCF7_24H_X2_B21
ERAM	ERAM001_A549_24H_X1_B21
ERAM	ERAM001_MCF7_24H_X3_B21
ERAM	ERAM001_MCF7_24H_X1_B21
ERBB2	ERBB2003_AALE_96H_X2_B21
ERBB2	ERBB2001_SNU1040_24H_X1_B18
ERBB2	ERBB2001_A549_24H_X1_B18
ERBB2	ERBB2001_OC314_24H_X1_B18
ERBB2	ERBB2001_DV90_24H_X1_B18
ERBB2	ERBB2002_XC_24H_X1_B18
ERBB2	ERBB2002_AN3CA_24H_X1_B18
ERBB2	ERBB2001_CW2_24H_X1_B18
ERBB2	ERBB2001_BT474_24H_X1_B18
ERBB2	ERBB2002_H1563_24H_X1_B18
ERBB2	ERBB2001_MFE319_24H_X1_B18
ERBB2	ERBB2002_HCC827_24H_X1_B18
ERBB2	ERBB2002_OVCAR8_24H_X1_B18
ERBB2	ERBB2002_5637_24H_X1_B18
ERBB2	ERBB2001_H2110_24H_X1_B18
ERBB2	ERBB2003_A549_96H_X1_B21
ERBB2	ERBB2003_A549_96H_X2_B21
ERBB2	ERBB2002_J82_24H_X1_B18
ERBB2	ERBB2001_XC_24H_X1_B18
ERBB2	ERBB2002_LN229_24H_X1_B18
ERBB2	ERBB2001_VMCUB1_24H_X1_B18
ERBB2	ERBB2003_AALE_96H_X1_B21
ERBB2	ERBB2002_H1781_24H_X1_B18
ERBB2	ERBB2002_A549_24H_X1_B18
ERG	ERG013_VCAP.STABLE.DOX_96H_X2_B11
ERG	ERG.KD001_VCAP_120H_X3_B18
ERG	ERG019_VCAP_120H_X2_B16
ERG	ERG013_PC3.DOX_120H_X3_B11
ERG	ERG.BASE001_CADO-ES-1-EWING_XH_X1_B18
ERG	ERG.KD001_PC3_120H_X3_B18
ERG	ERG.BASE001_TC71_XH_X1_B18
ERG	ERG013_VCAP_120H_X1_B11
ERG	ERG019_VCAP_72H_X2_B16
ERG	ERG013_VCAP.DOX_72H_X2_B11
ERG	ERG013_VCAP.STABLE_72H_X2_B11
ERG	ERG013_PC3_72H_X1_B11
ERG	ERG013_VCAP.STABLE.DOX_120H_X1_B11
ERG	ERG.BASE001_A673_XH_X1_B18
ERG	ERG.KD001_VCAP_120H_X2_B18
ERG	ERG013_VCAP.DOX_96H_X3_B11
ERG	ERG020_VCAP_24H_X1_B18
ERG	ERG013_PC3.DOX_72H_X2_B11
ERG	ERG013_VCAP.DOX_120H_X2_B11
ERG	ERG019_PC3_96H_X1_B16
ERG	ERG013_VCAP.DOX_120H_X1_B11
ERG	ERG021_PC3_24H_X1_B18
ERG	ERG.KD001_VCAP_120H_X1_B18
ERG	ERG013_VCAP.DOX_96H_X1_B11
ERG	ERG013_PC3_96H_X2_B11
ERG	ERG013_VCAP.STABLE_72H_X1_B11
ERG	ERG013_PC3.DOX_96H_X2_B11
ERG	ERG019_VCAP_96H_X2_B16
ERG	ERG.KD001_PC3_120H_X1_B18
ERG	ERG013_PC3_120H_X3_B11
ERG	ERG019_VCAP_120H_X1_B16
ERG	ERG013_PC3_72H_X3_B11
ERG	ERG013_VCAP.STABLE.DOX_72H_X2_B11
ERG	ERG013_PC3.DOX_72H_X3_B11
ERG	ERG013_VCAP.DOX_72H_X3_B11
ERG	ERG013_VCAP_120H_X3_B11
ERG	ERG013_VCAP.STABLE.DOX_72H_X1_B11
ERG	ERG013_VCAP.DOX_72H_X1_B11
ERG	ERG013_VCAP_72H_X3_B11
ERG	ERG013_VCAP_96H_X3_B11
ERG	ERG013_PC3.DOX_96H_X3_B11
ERG	ERG013_VCAP.STABLE.DOX_96H_X1_B11
ERG	ERG008_LHSAR_XH_X1_B6_DUO52HI53LO
ERG	ERG019_VCAP_72H_X1_B16
ERG	ERG013_VCAP_96H_X1_B11
ERG	ERG013_PC3_120H_X1_B11
ERG	ERG008_PC3_XH_X1_B6_DUO52HI53LO
ERG	ERG013_VCAP.DOX_96H_X2_B11
ERG	ERG020_VCAP_24H_X3.A2_B18
ERG	ERG013_VCAP.STABLE.DOX_72H_X3_B11
ERG	ERG013_VCAP.STABLE_96H_X3_B11
ERG	ERG013_VCAP_96H_X2_B11
ERG	ERG019_PC3_96H_X2_B16
ERG	ERG013_VCAP_72H_X2_B11
ERG	ERG013_VCAP.STABLE.DOX_120H_X2_B11
ERG	ERG013_PC3.DOX_72H_X1_B11
ERG	ERG013_VCAP.STABLE.DOX_96H_X3_B11
ERG	ERG020_VCAP_24H_X2_B18
ERG	ERG013_VCAP_120H_X2_B11
ERG	ERG013_PC3.DOX_120H_X1_B11
ERG	ERG020_VCAP_24H_X3_B18
ERG	ERG013_VCAP.STABLE_120H_X3_B11
ERG	ERG.BASE001_TTC466_XH_X1_B18
ERG	ERG013_PC3_120H_X2_B11
ERG	ERG013_VCAP.STABLE_120H_X1_B11
ERG	ERG021_PC3_24H_X2_B18
ERG	ERG013_VCAP.STABLE_72H_X3_B11
ERG	ERG020_VCAP_24H_X3.A3_B18
ERG	ERG013_PC3_96H_X1_B11
ERG	ERG021_VCAP_24H_X2.A2_B18
ERG	ERG013_PC3.DOX_120H_X2_B11
ERG	ERG019_VCAP_96H_X1_B16
ERG	ERG013_VCAP.STABLE.DOX_120H_X3_B11
ERG	ERG008_LNCAP_XH_X1_B6_DUO52HI53LO
ERG	ERG013_PC3_96H_X3_B11
ERG	ERG013_VCAP.STABLE_96H_X1_B11
ERG	ERG021_VCAP_24H_X1.A2_B18
ERG	ERG013_VCAP.STABLE_96H_X2_B11
ERG	ERG013_PC3.DOX_96H_X1_B11
ERG	ERG013_VCAP.STABLE_120H_X2_B11
ERG	ERG008_RWPE_XH_X1_B6_DUO52HI53LO
ERG	ERG013_VCAP.DOX_120H_X3_B11
ERG	ERG013_VCAP_72H_X1_B11
ERG	ERG.BASE001_TC32_XH_X1_B18
ERG	ERG.KD001_PC3_120H_X2_B18
ERG	ERG013_PC3_72H_X2_B11
FIBR	FIBR023_MCLF126CN_6H_X1_B1_UNI5253L
FIBR	FIBR033_MCLF100SZ_6H_X1_B1_UNI5253L
FIBR	FIBR020_MCLF135CN_6H_X2_B1_UNI5253R
FIBR	FIBR037_MCLF035SZ_6H_X1_B1_UNI5253R
FIBR	FIBR021_MCLF037SZ_6H_X1_B1_UNI5253R
FIBR	FIBR010_MCLF123SZ_6H_X2_B1_UNI5253L
FIBR	FIBR030_MCLF040SZ_6H_X2_B2_UNI5253R
FIBR	FIBR025_MCLF141SZ_6H_X1_B1_UNI5253L
FIBR	FIBR014_MCLF162SZ_6H_X2_B1_UNI5253R
FIBR	FIBR042_MCLF0067SZ_6H_X2_B1_UNI5253R
FIBR	FIBR003_MCLF027CN_6H_X1_B1_UNI5253L
FIBR	FIBR024_MCLF126CN_6H_X2_B1_UNI5253R
FIBR	FIBR007_MCLF051CN_6H_X1_B1_UNI5253R
FIBR	FIBR008_MCLF051CN_6H_X2_B1_UNI5253R
FIBR	FIBR040_MCLF056CN_6H_X2_B1_UNI5253L
FIBR	FIBR016_MCLF022CN_6H_X2_B1_UNI5253L
FIBR	FIBR027_MCLF130CN_6H_X1_B1_UNI5253L
FIBR	FIBR004_MCLF027CN_6H_X2_B1_UNI5253L
FIBR	FIBR031_MCLF054CN_6H_X1_B1_UNI5253R
FIBR	FIBR011_MCLF015CN_6H_X1_B1_UNI5253L
FIBR	FIBR024_MCLF126CN_6H_X2_B1_UNI5253L
FIBR	FIBR028_MCLF130CN_6H_X2_B1_UNI5253R
FIBR	FIBR018_MCLF076SZ_6H_X2_B1_UNI5253R
FIBR	FIBR005_MCLF033SZ_6H_X1_B1_UNI5253R
FIBR	FIBR030_MCLF040SZ_6H_X2_B2_UNI5253L
FIBR	FIBR009_MCLF123SZ_6H_X1_B1_UNI5253R
FIBR	FIBR007_MCLF051CN_6H_X1_B1_UNI5253L
FIBR	FIBR012_MCLF015CN_6H_X2_B1_UNI5253R
FIBR	FIBR002_MCLF117SZ_6H_X2_B2_UNI5253R
FIBR	FIBR008_MCLF051CN_6H_X2_B1_UNI5253L
FIBR	FIBR039_MCLF056CN_6H_X1_B1_UNI5253L
FIBR	FIBR035_MCLF137CN_6H_X1_B1_UNI5253L
FIBR	FIBR011_MCLF015CN_6H_X1_B1_UNI5253R
FIBR	FIBR032_MCLF054CN_6H_X2_B1_UNI5253L
FIBR	FIBR023_MCLF126CN_6H_X1_B1_UNI5253R
FIBR	FIBR015_MCLF022CN_6H_X1_B1_UNI5253L
FIBR	FIBR002_MCLF117SZ_6H_X2_B1_UNI5253R
FIBR	FIBR040_MCLF056CN_6H_X2_B1_UNI5253R
FIBR	FIBR031_MCLF054CN_6H_X1_B1_UNI5253L
FIBR	FIBR037_MCLF035SZ_6H_X1_B1_UNI5253L
FIBR	FIBR019_MCLF135CN_6H_X1_B1_UNI5253L
FIBR	FIBR036_MCLF137CN_6H_X2_B1_UNI5253R
FIBR	FIBR016_MCLF022CN_6H_X2_B1_UNI5253R
FIBR	FIBR035_MCLF137CN_6H_X1_B1_UNI5253R
FIBR	FIBR019_MCLF135CN_6H_X1_B1_UNI5253R
FIBR	FIBR033_MCLF100SZ_6H_X1_B1_UNI5253R
FIBR	FIBR025_MCLF141SZ_6H_X1_B1_UNI5253R
FIBR	FIBR028_MCLF130CN_6H_X2_B2_UNI5253L
FIBR	FIBR028_MCLF130CN_6H_X2_B1_UNI5253L
FIBR	FIBR017_MCLF076SZ_6H_X1_B1_UNI5253L
FIBR	FIBR034_MCLF100SZ_6H_X2_B1_UNI5253R
FIBR	FIBR028_MCLF130CN_6H_X2_B2_UNI5253R
FIBR	FIBR018_MCLF076SZ_6H_X2_B1_UNI5253L
FIBR	FIBR026_MCLF141SZ_6H_X2_B1_UNI5253L
FIBR	FIBR021_MCLF037SZ_6H_X1_B1_UNI5253L
FIBR	FIBR026_MCLF141SZ_6H_X2_B1_UNI5253R
FIBR	FIBR013_MCLF162SZ_6H_X1_B1_UNI5253R
FIBR	FIBR006_MCLF033SZ_6H_X2_B1_UNI5253R
FIBR	FIBR001_MCLF117SZ_6H_X1_B1_UNI5253R
FIBR	FIBR001_MCLF117SZ_6H_X1_B1_UNI5253L
FIBR	FIBR010_MCLF123SZ_6H_X2_B1_UNI5253R
FIBR	FIBR029_MCLF040SZ_6H_X1_B1_UNI5253R
FIBR	FIBR017_MCLF076SZ_6H_X1_B1_UNI5253R
FIBR	FIBR038_MCLF035SZ_6H_X2_B1_UNI5253L
FIBR	FIBR007_MCLF051CN_6H_X1_B2_UNI5253R
FIBR	FIBR002_MCLF117SZ_6H_X2_B1_UNI5253L
FIBR	FIBR041_MCLF0067SZ_6H_X1_B1_UNI5253R
FIBR	FIBR032_MCLF054CN_6H_X2_B1_UNI5253R
FIBR	FIBR009_MCLF123SZ_6H_X1_B1_UNI5253L
FIBR	FIBR020_MCLF135CN_6H_X2_B1_UNI5253L
FIBR	FIBR012_MCLF015CN_6H_X2_B1_UNI5253L
FIBR	FIBR039_MCLF056CN_6H_X1_B1_UNI5253R
FIBR	FIBR007_MCLF051CN_6H_X1_B2_UNI5253L
FIBR	FIBR027_MCLF130CN_6H_X1_B1_UNI5253R
FIBR	FIBR038_MCLF035SZ_6H_X2_B1_UNI5253R
FIBR	FIBR042_MCLF0067SZ_6H_X2_B1_UNI5253L
FIBR	FIBR034_MCLF100SZ_6H_X2_B1_UNI5253L
