SAMPLE_NAME	PERT_TYPE	PERT_MFC_DESC	CCSCORE	DYN_RANGE	DYN_RANGE_MAX	SPAN	MED_INT	MED_GAPDH	INV_LEVEL_01	INV_LEVEL_02	INV_LEVEL_03	INV_LEVEL_04	INV_LEVEL_05	INV_LEVEL_06	INV_LEVEL_07	INV_LEVEL_08	INV_LEVEL_09	INV_LEVEL_10
1(1,A1)	lma_x	BO	0.96295	3.25	3.25	9	10.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	7.00	8.00	8.00	13.00
2(1,B1)	lma_x	PMCF7	0.95078	4	4	9	9.50	NA	3.00	4.00	5.00	4.00	5.00	5.00	6.00	6.00	7.00	12.00
3(1,C1)	TRT	TRT	0.966092	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
4(1,D1)	TRT	TRT	0.956636	3	3	8	9.50	NA	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	7.00	12.00
5(1,E1)	TRT	TRT	0.98165	2.75	2.75	7	9.50	NA	4.00	4.00	4.50	5.00	5.00	5.00	6.00	7.00	7.00	11.00
6(1,F1)	TRT	TRT	0.95078	3.25	3.25	9	10.00	NA	4.00	5.00	5.00	6.00	5.00	6.00	7.00	7.00	8.00	13.00
7(1,G1)	TRT	TRT	0.972345	3	3	8	9.25	NA	4.00	4.00	5.00	5.00	5.00	7.00	7.00	7.00	8.00	12.00
8(1,H1)	TRT	TRT	0.932259	3	3	8	10.00	NA	4.00	4.00	6.00	6.00	4.50	6.00	7.00	7.00	9.00	12.00
9(1,I1)	TRT	TRT	0.87885	2.75	2.75	7	9.00	NA	4.00	5.00	5.00	5.00	4.00	6.00	6.00	6.00	7.00	11.00
10(1,J1)	TRT	TRT	0.963128	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	7.00	6.00	8.00	11.00
11(1,K1)	TRT	TRT	0.811899	2.75	2.75	7	9.00	NA	4.00	5.00	6.00	5.00	4.00	6.00	6.00	6.00	7.00	11.00
12(1,L1)	TRT	TRT	0.83965	2.75	2.75	7	9.00	NA	4.00	4.00	6.00	6.00	4.00	5.00	7.00	8.00	7.00	11.00
13(1,M1)	TRT	TRT	0.941936	4	4	9	9.00	NA	3.00	4.00	5.00	5.00	4.00	6.00	7.00	7.00	8.00	12.00
14(1,N1)	TRT	TRT	0.876694	3.25	3.25	9	10.00	NA	4.00	5.00	6.00	6.00	4.00	6.00	7.00	7.00	8.00	13.00
15(1,O1)	TRT	TRT	0.935819	2.75	2.75	7	10.00	NA	4.00	4.00	5.00	4.50	5.00	6.00	7.00	7.00	6.50	11.00
16(1,P1)	TRT	TRT	0.938721	3	3	8	9.00	NA	4.00	4.00	6.00	5.00	5.00	6.00	7.00	7.00	8.00	12.00
17(1,A2)	lma_x	RMCF7	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	6.00	6.00	6.00	6.00	7.00	11.00
18(1,B2)	lma_x	RMCF7	0.853172	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	6.00	5.00	5.00	5.00	6.00	7.00	11.00
19(1,C2)	TRT	TRT	0.966092	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	8.00	11.00
20(1,D2)	TRT	TRT	0.975628	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.50	5.00	6.00	7.00	7.50	8.00	11.00
21(1,E2)	TRT	TRT	0.98165	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	7.00	7.00	8.00	12.00
22(1,F2)	TRT	TRT	0.98165	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	8.00	12.00
23(1,G2)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
24(1,H2)	TRT	TRT	0.978558	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	7.00	11.00
25(1,I2)	TRT	TRT	0.98165	3	3	8	9.50	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	8.00	12.00
26(1,J2)	TRT	TRT	0.932259	3	3	8	9.25	NA	4.00	4.00	5.00	6.00	5.00	5.00	7.00	7.00	8.00	12.00
27(1,K2)	TRT	TRT	0.98165	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	6.00	6.00	6.00	7.00	8.00	12.00
28(1,L2)	TRT	TRT	0.87395	4	4	9	9.00	NA	3.00	4.00	7.00	5.00	5.00	6.00	7.00	7.00	9.00	12.00
29(1,M2)	TRT	TRT	0.947413	2.5	2.5	6	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	6.50	6.00	10.00
30(1,N2)	TRT	TRT	0.910015	2.75	2.75	7	9.50	NA	4.00	4.00	5.00	5.00	4.00	7.00	7.00	7.00	8.00	11.00
31(1,O2)	TRT	TRT	0.897549	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	6.00	6.00	7.00	12.00
32(1,P2)	TRT	TRT	0.966268	3.33333	3.33333	7	9.00	NA	3.00	4.00	5.00	5.00	5.00	6.00	7.00	6.00	8.00	10.00
33(1,A3)	TRT	TRT	0.978558	2.5	2.5	6	9.50	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	7.00	10.00
34(1,B3)	TRT	TRT	0.889041	2.75	2.75	7	9.00	NA	4.00	5.00	5.00	5.00	4.00	6.00	7.00	7.00	8.00	11.00
35(1,C3)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
36(1,D3)	TRT	TRT	0.900899	3.25	3.25	9	9.00	NA	4.00	4.00	5.00	6.00	4.00	6.00	6.00	7.00	8.00	13.00
37(1,E3)	TRT	TRT	0.978558	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	7.00	12.00
38(1,F3)	TRT	TRT	0.972518	3.25	3.25	9	9.00	NA	4.00	4.00	4.50	5.00	5.00	6.00	7.00	6.00	8.00	13.00
39(1,G3)	TRT	TRT	0.98165	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	6.50	7.00	11.00
40(1,H3)	TRT	TRT	0.956636	2.5	2.5	6	10.00	NA	4.00	5.00	5.00	5.00	6.00	7.00	7.00	7.00	7.00	10.00
41(1,I3)	TRT	TRT	0.96295	3.33333	3.33333	7	9.00	NA	3.00	3.00	5.00	5.00	5.00	5.00	6.00	6.00	8.00	10.00
42(1,J3)	TRT	TRT	0.924959	2.2	2.2	6	9.00	NA	5.00	4.00	5.00	5.00	5.00	6.00	7.00	7.00	7.00	11.00
43(1,K3)	TRT	TRT	0.96295	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	7.00	7.00	8.00	12.00
44(1,L3)	TRT	TRT	0.884539	3	3	8	9.00	NA	4.00	4.00	5.00	4.00	4.00	6.00	7.00	6.00	9.00	12.00
45(1,M3)	TRT	TRT	0.895773	2.75	2.75	7	9.00	NA	4.00	4.00	6.00	5.00	5.00	5.50	6.00	7.00	7.00	11.00
46(1,N3)	TRT	TRT	0.880612	2.25	2.25	5	9.00	NA	4.00	4.00	5.00	4.00	5.00	5.00	6.00	5.00	7.00	9.00
47(1,O3)	TRT	TRT	0.934947	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	4.00	5.00	5.00	6.00	6.00	7.00	11.00
48(1,P3)	TRT	TRT	0.987804	5	5	8	9.00	NA	2.00	4.00	5.00	5.00	5.00	5.50	6.00	7.00	8.00	10.00
49(1,A4)	TRT	TRT	0.972345	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	6.00	8.00	12.00
50(1,B4)	TRT	TRT	0.920315	3	3	8	9.00	NA	4.00	3.00	5.00	5.00	4.00	6.00	6.00	7.00	7.00	12.00
51(1,C4)	TRT	TRT	0.853172	3.66667	3.66667	8	9.00	NA	3.00	4.00	6.00	5.00	6.00	5.00	6.00	6.00	7.00	11.00
52(1,D4)	TRT	TRT	0.934199	3	3	8	9.00	NA	4.00	5.00	5.00	5.00	5.00	5.00	6.00	6.00	8.00	12.00
53(1,E4)	TRT	TRT	0.948052	4	4	9	10.00	NA	3.00	4.00	5.00	4.00	4.50	6.00	6.00	7.00	7.00	12.00
54(1,F4)	TRT	TRT	0.858172	2.75	2.75	7	9.00	NA	4.00	4.00	6.00	6.00	5.00	5.00	6.00	7.00	8.00	11.00
55(1,G4)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	7.00	11.00
56(1,H4)	TRT	TRT	0.901389	2.75	2.75	7	9.25	NA	4.00	4.50	5.00	4.00	5.00	5.00	7.00	6.00	7.00	11.00
57(1,I4)	TRT	TRT	0.91747	2.75	2.75	7	9.00	NA	4.00	4.00	6.00	5.00	5.00	5.50	7.00	7.00	8.00	11.00
58(1,J4)	TRT	TRT	0.963128	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	7.00	6.00	8.00	12.00
59(1,K4)	TRT	TRT	0.972345	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	6.00	8.00	11.00
60(1,L4)	TRT	TRT	0.924959	2.4	2.4	7	9.00	NA	5.00	4.00	5.00	5.00	5.00	6.00	7.00	7.00	7.00	12.00
61(1,M4)	TRT	TRT	0.975456	4	4	9	9.00	NA	3.00	4.00	5.00	5.00	5.00	6.00	7.00	7.00	7.00	12.00
62(1,N4)	TRT	TRT	0.900899	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	6.00	7.00	9.00	12.00
63(1,O4)	TRT	TRT	0.919911	3.33333	3.33333	7	9.00	NA	3.00	4.00	5.00	5.00	4.00	5.00	6.00	6.00	7.00	10.00
64(1,P4)	TRT	TRT	0.833476	3	3	8	9.00	NA	4.00	3.00	5.00	5.00	4.00	4.00	6.00	7.00	7.00	12.00
65(1,A5)	TRT	TRT	0.969223	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	5.00	5.00	5.00	6.00	6.50	7.00	11.00
67(1,C5)	TRT	TRT	0.953784	2.625	2.625	6.5	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	7.00	6.00	7.00	10.50
68(1,D5)	TRT	TRT	0.935495	4	4	9	10.00	NA	3.00	5.00	5.00	4.50	5.00	6.00	6.00	7.00	9.00	12.00
69(1,E5)	TRT	TRT	0.900899	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	6.00	7.00	8.00	11.00
70(1,F5)	TRT	TRT	0.901389	2.75	2.75	7	9.00	NA	4.00	3.00	5.00	5.00	4.00	5.00	6.00	7.00	7.00	11.00
71(1,G5)	TRT	TRT	0.98165	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	8.00	11.00
72(1,H5)	TRT	TRT	0.848496	2.75	2.75	7	9.00	NA	4.00	4.00	6.00	4.00	5.00	5.00	7.00	6.00	7.00	11.00
73(1,I5)	TRT	TRT	0.916624	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	6.00	6.00	7.00	7.00	11.00
74(1,J5)	TRT	TRT	0.925187	3	3	8	9.00	NA	4.00	4.00	5.00	6.00	5.00	6.00	6.00	6.00	8.00	12.00
75(1,K5)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	8.00	11.00
76(1,L5)	TRT	TRT	0.882867	3	3	8	9.00	NA	4.00	4.00	5.00	6.00	4.00	5.00	7.00	7.00	8.00	12.00
77(1,M5)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	4.00	4.00	5.00	6.00	6.00	7.00	7.00	11.00
78(1,N5)	TRT	TRT	0.877186	3.25	3.25	9	9.50	NA	4.00	4.00	4.00	6.00	4.00	6.00	7.00	6.00	7.00	13.00
79(1,O5)	TRT	TRT	0.96295	3.66667	3.66667	8	9.00	NA	3.00	3.00	5.00	5.00	5.00	5.00	6.00	6.00	7.00	11.00
80(1,P5)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	8.00	11.00
81(1,A6)	TRT	TRT	0.923186	2.5	2.5	6	9.00	NA	4.00	3.00	5.00	5.00	4.50	5.00	6.00	7.00	7.00	10.00
82(1,B6)	TRT	TRT	0.827302	2.75	2.75	7	9.00	NA	4.00	4.00	6.00	5.00	4.00	5.00	7.00	6.00	8.00	11.00
83(1,C6)	TRT	TRT	0.975456	2.85714	2.85714	6.5	9.00	NA	3.50	4.00	5.00	5.00	5.00	6.00	6.00	6.00	8.00	10.00
84(1,D6)	TRT	TRT	0.888473	3	3	8	9.00	NA	4.00	3.00	5.00	6.00	5.00	5.00	6.00	6.00	7.00	12.00
85(1,E6)	TRT	TRT	0.830868	2.75	2.75	7	9.00	NA	4.00	3.00	5.00	5.50	4.00	5.00	5.00	6.00	8.00	11.00
86(1,F6)	TRT	TRT	0.89026	3.125	3.125	8.5	9.00	NA	4.00	3.00	6.00	4.50	5.00	5.00	6.00	7.00	8.00	12.50
87(1,G6)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	8.00	11.00
88(1,H6)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	7.00	8.00	8.00	11.00
89(1,I6)	TRT	TRT	0.876047	3.25	3.25	9	9.00	NA	4.00	4.00	6.00	5.00	4.00	6.00	6.00	7.00	8.00	13.00
90(1,J6)	TRT	TRT	0.934947	3	3	8	9.00	NA	4.00	4.00	5.00	4.00	5.00	5.00	6.00	7.00	7.00	12.00
91(1,K6)	TRT	TRT	0.96295	3.25	3.25	9	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	13.00
92(1,L6)	TRT	TRT	0.929341	4	4	9	9.50	NA	3.00	4.00	5.00	6.00	5.00	6.00	7.00	6.00	8.50	12.00
93(1,M6)	TRT	TRT	0.87885	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	7.00	6.00	7.00	12.00
94(1,N6)	TRT	TRT	0.885657	3	3	8	9.00	NA	4.00	5.00	5.00	5.00	4.00	6.00	6.00	8.00	8.00	12.00
95(1,O6)	TRT	TRT	0.972345	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	6.00	7.00	11.00
96(1,P6)	TRT	TRT	0.828079	2	2	5	9.00	NA	5.00	3.00	5.00	5.00	4.00	5.00	6.00	6.00	8.00	10.00
97(1,A7)	TRT	TRT	0.96295	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	7.00	12.00
98(1,B7)	TRT	TRT	0.897549	3.25	3.25	9	9.00	NA	4.00	4.00	6.00	5.00	5.00	5.00	7.00	7.00	7.00	13.00
99(1,C7)	TRT	TRT	0.96295	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	7.00	12.00
100(1,D7)	TRT	TRT	0.935495	2.75	2.75	7	9.00	NA	4.00	5.00	5.00	4.50	5.00	6.00	6.00	7.00	8.00	11.00
101(1,E7)	TRT	TRT	0.978558	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	7.00	11.00
102(1,F7)	TRT	TRT	0.811899	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	4.00	4.00	7.00	7.00	8.00	12.00
103(1,G7)	TRT	TRT	0.96295	2.5	2.5	6	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	10.00
104(1,H7)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
105(1,I7)	TRT	TRT	0.98165	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	7.00	8.00	12.00
106(1,J7)	TRT	TRT	0.907563	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	4.00	6.00	6.00	8.00	7.00	12.00
107(1,K7)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	7.00	11.00
108(1,L7)	TRT	TRT	0.953463	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	7.00	7.00	7.00	12.00
109(1,M7)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	7.00	7.00	8.00	11.00
110(1,N7)	TRT	TRT	0.898568	2.75	2.75	7	9.00	NA	4.00	4.00	6.00	5.00	4.00	6.00	6.50	7.00	8.00	11.00
111(1,O7)	TRT	TRT	0.96295	2.5	2.5	6	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	7.00	10.00
112(1,P7)	TRT	TRT	0.847685	3	3	8	9.00	NA	4.00	4.00	5.00	6.00	4.00	5.00	6.00	6.00	8.00	12.00
113(1,A8)	TRT	TRT	0.897549	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	6.00	7.00	7.00	11.00
114(1,B8)	TRT	TRT	0.889041	3.25	3.25	9	9.00	NA	4.00	3.00	6.00	5.00	4.00	6.00	7.00	7.00	7.00	13.00
115(1,C8)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
116(1,D8)	TRT	TRT	0.966092	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
117(1,E8)	TRT	TRT	0.924959	3	3	8	9.00	NA	4.00	4.00	4.00	5.00	4.00	6.00	6.00	6.00	7.00	12.00
118(1,F8)	TRT	TRT	0.960285	2.75	2.75	7	9.00	NA	4.00	3.00	5.00	4.50	5.00	6.00	6.00	7.00	7.00	11.00
119(1,G8)	TRT	TRT	0.932259	3.33333	3.33333	7	9.00	NA	3.00	3.00	5.00	5.00	4.00	5.00	6.00	7.00	7.00	10.00
120(1,H8)	TRT	TRT	0.867077	3	3	8	9.00	NA	4.00	4.00	5.00	6.00	4.00	5.00	6.00	7.00	7.00	12.00
121(1,I8)	TRT	TRT	0.953545	2.75	2.75	7	9.00	NA	4.00	3.00	5.00	5.00	5.00	5.00	6.00	6.00	8.00	11.00
122(1,J8)	TRT	TRT	0.953463	3.25	3.25	9	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	6.00	6.00	13.00
123(1,K8)	TRT	TRT	0.934199	3	3	8	9.00	NA	4.00	4.00	4.00	4.00	4.00	5.00	6.00	7.00	7.00	12.00
124(1,L8)	TRT	TRT	0.956717	2.875	2.875	7.5	9.00	NA	4.00	3.00	5.00	5.00	5.00	5.00	6.00	7.00	8.00	11.50
125(1,M8)	TRT	TRT	0.966092	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	7.00	11.00
126(1,N8)	TRT	TRT	0.944856	4	4	9	9.00	NA	3.00	3.00	5.00	4.00	6.00	5.00	6.00	7.00	7.00	12.00
127(1,O8)	TRT	TRT	0.867941	2.5	2.5	6	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	5.00	6.00	7.00	10.00
128(1,P8)	TRT	TRT	0.937437	3	3	8	9.00	NA	4.00	4.00	4.00	4.00	4.00	5.00	6.00	7.00	8.00	12.00
129(1,A9)	TRT	TRT	0.919911	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	5.00	4.00	5.00	6.00	6.00	7.00	11.00
130(1,B9)	TRT	TRT	0.897549	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	6.00	6.00	7.00	12.00
131(1,C9)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	6.00	6.00	6.00	6.00	7.00	11.00
132(1,D9)	TRT	TRT	0.938433	2.75	2.75	7	9.00	NA	4.00	3.50	4.00	6.00	5.00	6.00	6.00	7.00	7.00	11.00
133(1,E9)	TRT	TRT	0.867941	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	5.00	6.00	7.00	11.00
134(1,F9)	TRT	TRT	0.914179	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	4.00	5.00	6.00	7.00	7.00	6.00	11.00
135(1,G9)	TRT	TRT	0.947591	3	3	8	9.00	NA	4.00	4.00	5.00	6.00	5.00	6.00	6.00	7.00	7.00	12.00
136(1,H9)	TRT	TRT	0.916624	2	2	5	9.00	NA	5.00	4.00	4.00	5.00	5.00	6.00	6.00	7.00	7.00	10.00
137(1,I9)	TRT	TRT	0.885378	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	5.00	6.00	11.00
138(1,J9)	TRT	TRT	0.966092	4.5	4.5	10.5	9.00	NA	3.00	4.00	4.00	5.50	6.00	6.00	6.00	6.00	7.00	13.50
139(1,K9)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
140(1,L9)	TRT	TRT	0.910015	3.66667	3.66667	8	9.00	NA	3.00	4.00	5.00	5.00	4.00	5.00	7.00	7.00	7.00	11.00
141(1,M9)	TRT	TRT	0.897549	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	6.00	6.00	7.00	11.00
142(1,N9)	TRT	TRT	0.956636	3.33333	3.33333	7	9.00	NA	3.00	4.00	5.00	5.00	5.00	5.00	6.00	6.00	6.00	10.00
143(1,O9)	TRT	TRT	0.887425	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	6.00	6.00	6.00	11.00
144(1,P9)	TRT	TRT	0.953545	2.5	2.5	6	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.50	6.00	8.00	10.00
145(1,A10)	TRT	TRT	0.96303	2.75	2.75	7	9.00	NA	4.00	3.00	5.00	5.00	5.00	6.00	6.00	6.00	7.00	11.00
146(1,B10)	TRT	TRT	0.886259	2.5	2.5	6	9.00	NA	4.00	4.00	5.00	3.00	5.00	5.00	7.00	5.50	8.00	10.00
147(1,C10)	TRT	TRT	0.934947	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	4.00	5.00	5.00	6.00	6.00	7.00	11.00
148(1,D10)	TRT	TRT	0.931294	3.66667	3.66667	8	9.00	NA	3.00	4.00	4.00	5.00	4.00	6.00	6.00	6.00	6.00	11.00
149(1,E10)	TRT	TRT	0.96295	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	11.00
150(1,F10)	TRT	TRT	0.925752	4	4	9	9.00	NA	3.00	4.00	5.00	6.00	5.00	5.00	7.00	7.00	7.00	12.00
151(1,G10)	TRT	TRT	0.98165	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.50	6.00	6.00	7.00	11.00
152(1,H10)	TRT	TRT	0.963128	3	3	8	9.00	NA	4.00	4.00	5.00	6.00	5.00	7.00	7.00	7.00	9.00	12.00
153(1,I10)	TRT	TRT	0.887425	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	5.00	7.00	7.00	7.00	11.00
154(1,J10)	TRT	TRT	0.972345	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	6.00	6.00	6.00	8.00	11.00
155(1,K10)	TRT	TRT	0.953545	2.75	2.75	7	9.00	NA	4.00	3.50	5.00	5.00	5.00	5.00	6.00	6.00	7.00	11.00
156(1,L10)	TRT	TRT	0.811899	3	3	8	9.00	NA	4.00	5.00	5.00	5.00	5.00	4.00	6.00	6.00	8.00	12.00
157(1,M10)	TRT	TRT	0.98165	2.75	2.75	7	9.00	NA	4.00	4.00	4.50	5.00	5.00	5.00	6.00	6.00	7.00	11.00
158(1,N10)	TRT	TRT	0.96295	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	12.00
159(1,O10)	TRT	TRT	0.916624	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	4.00	6.00	6.00	7.00	7.00	11.00
160(1,P10)	TRT	TRT	0.944606	4	4	9	9.00	NA	3.00	3.00	5.00	5.00	4.00	6.00	6.00	6.00	7.00	12.00
161(1,A11)	TRT	TRT	0.932259	2.5	2.5	6	9.00	NA	4.00	3.00	5.00	4.00	5.00	5.00	6.00	7.00	7.00	10.00
162(1,B11)	TRT	TRT	0.934947	3	3	8	9.00	NA	4.00	4.00	5.00	4.00	5.00	5.00	6.00	6.00	7.00	12.00
163(1,C11)	TRT	TRT	0.928452	4	4	9	9.00	NA	3.00	4.00	5.00	6.00	5.00	6.00	6.00	6.00	7.00	12.00
164(1,D11)	TRT	TRT	0.876694	2.75	2.75	7	9.00	NA	4.00	3.00	6.00	5.00	4.00	6.00	6.00	7.00	7.00	11.00
165(1,E11)	TRT	TRT	0.98165	3.66667	3.66667	8	9.00	NA	3.00	4.00	4.00	4.00	5.00	5.00	5.50	7.00	7.00	11.00
166(1,F11)	TRT	TRT	0.966092	2.75	2.75	7	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	8.00	11.00
167(1,G11)	TRT	TRT	0.96295	3	3	8	9.00	NA	4.00	4.00	5.00	5.00	5.00	5.00	6.00	7.00	7.00	12.00
